   0.2500000000000000E+00   0.9842433561459107E+05   0.1217314261696552E+05   0.0000000000000000E+00   0.8366950053828120E+07   0.0000000000000000E+00   0.5470580400347720E+08   0.1276379429884880E+01   0.0000000000000000E+00   0.1209861039822650E+01   0.2855432747677378E+01   0.0000000000000000E+00   0.2834248623585841E+01   0.1325969556951488E+01   0.0000000000000000E+00   0.1324198639758710E+01   0.1252222433807863E+01   0.1397959699317490E-16   0.6953215419006641-309   0.7423904974016332E-17   0.3315974387763150E-19   0.3212711725157140E-19   0.0000000000000000E+00   0.1442698372785810E-19   0.1851160655465520E-22   0.3902893170003690E+00   0.6953215419015336-309   0.3913446931151600E+00   0.4764918419045530E+00   0.0000000000000000E+00  -0.3318706479661780E-09   0.0000000000000000E+00   0.7619980915372009E+18   0.9912039058100389E+20   0.1086708607684870E+08   0.2879584037114390E+08
   0.2510000000000000E+00   0.9564025844518242E+05   0.1477550344359203E+05   0.0000000000000000E+00   0.8774288119469291E+07   0.0000000000000000E+00   0.4974437468181870E+08   0.1302205498951460E+01   0.0000000000000000E+00   0.1220526889029110E+01   0.2852075556486529E+01   0.0000000000000000E+00   0.2830499408463988E+01   0.1325898898660766E+01   0.0000000000000000E+00   0.1323989161380196E+01   0.1260794725976054E+01   0.1570068547897320E-16   0.6953215419006641-309   0.7423904974016332E-17   0.4569556492037040E-19   0.3728743879191620E-19   0.0000000000000000E+00   0.1458848920092060E-19   0.2753651086789740E-22   0.3886459106234430E+00   0.6953215419015336-309   0.3903367868318320E+00   0.4751301397009890E+00   0.0000000000000000E+00  -0.3653670138878280E-09   0.0000000000000000E+00   0.1003067706846725E+19   0.8275215876261922E+20   0.1061184137950090E+08   0.2745902059094240E+08
   0.2520000000000000E+00   0.9284964682045819E+05   0.1787952106624460E+05   0.0000000000000000E+00   0.9201457103025939E+07   0.0000000000000000E+00   0.4523291189227170E+08   0.1328516626037960E+01   0.0000000000000000E+00   0.1228780483514860E+01   0.2844912121778745E+01   0.0000000000000000E+00   0.2827264605917185E+01   0.1325627684426628E+01   0.0000000000000000E+00   0.1323801188322657E+01   0.1266434279271690E+01   0.1780010433428810E-16   0.6953215419006641-309   0.7423904974016332E-17   0.6218485060446020E-19   0.4377322543587600E-19   0.0000000000000000E+00   0.1452928244133150E-19   0.4039822936949590E-22   0.3866536114278390E+00   0.6953215419015336-309   0.3893045900048960E+00   0.4735802730882920E+00   0.0000000000000000E+00  -0.4012244463537060E-09   0.0000000000000000E+00   0.1312340338177368E+19   0.6872603575721823E+20   0.9881518265812850E+07   0.2681406670444150E+08
   0.2530000000000000E+00   0.8832918535238561E+05   0.2154502613606295E+05   0.0000000000000000E+00   0.9649422456388120E+07   0.0000000000000000E+00   0.3922115715239470E+08   0.1359018491333420E+01   0.0000000000000000E+00   0.1234379643813410E+01   0.2834760039540961E+01   0.0000000000000000E+00   0.2823994367862831E+01   0.1325204934270668E+01   0.0000000000000000E+00   0.1323610900387778E+01   0.1276946664219706E+01   0.2042585336468560E-16   0.6953215419006641-309   0.7423904974016332E-17   0.9920542992294911E-19   0.5215890933184710E-19   0.0000000000000000E+00   0.1419683746780190E-19   0.7231512477991900E-22   0.3844324917550370E+00   0.6953215419015336-309   0.3880920353004980E+00   0.4707383494552590E+00   0.0000000000000000E+00  -0.4379485989367380E-09   0.0000000000000000E+00   0.1703176146945849E+19   0.5232845309926638E+20   0.8366950053828120E+07   0.2556924890103200E+08
   0.2540000000000000E+00   0.8382270546012126E+05   0.2470766763087912E+05   0.0000000000000000E+00   0.9881518265812850E+07   0.0000000000000000E+00   0.3400840458904150E+08   0.1392131864276790E+01   0.0000000000000000E+00   0.1244011107328740E+01   0.2823434679417046E+01   0.0000000000000000E+00   0.2822210441540147E+01   0.1324730190531320E+01   0.0000000000000000E+00   0.1323519586278647E+01   0.1283434345166244E+01   0.2374947234497790E-16   0.6953215419006641-309   0.7423904974016332E-17   0.1561197308108830E-18   0.6319192555110221E-19   0.0000000000000000E+00   0.1436824721645930E-19   0.1271416748580110E-21   0.3818412327716430E+00   0.6953215419015336-309   0.3868502755301990E+00   0.4674439258610410E+00   0.0000000000000000E+00  -0.4768986210135720E-09   0.0000000000000000E+00   0.2008794989561200E+19   0.3954377153990076E+20   0.7608126888972040E+07   0.2438222059224720E+08
   0.2550000000000000E+00   0.7758476597054102E+05   0.2832385690189244E+05   0.0000000000000000E+00   0.1011919663367520E+08   0.0000000000000000E+00   0.2811948743638000E+08   0.1435206816109240E+01   0.0000000000000000E+00   0.1252787782369840E+01   0.2805921150355650E+01   0.0000000000000000E+00   0.2819842458517718E+01   0.1324013065367180E+01   0.0000000000000000E+00   0.1323376987792162E+01   0.1293667799405537E+01   0.2809711751227210E-16   0.6953215419006641-309   0.7423904974016332E-17   0.2824374831538340E-18   0.7793509725173350E-19   0.0000000000000000E+00   0.1432378820857700E-19   0.2676721470481010E-21   0.3773302122050360E+00   0.6953215419015336-309   0.3856701502806940E+00   0.4621442194861650E+00   0.0000000000000000E+00  -0.5186337313477600E-09   0.0000000000000000E+00   0.2358154937645388E+19   0.2729936319191361E+20   0.6596956239704650E+07   0.2270419897236540E+08
   0.2560000000000000E+00   0.7155360092641036E+05   0.3120806078181841E+05   0.0000000000000000E+00   0.1011919663367520E+08   0.0000000000000000E+00   0.2325029895520350E+08   0.1481839968309230E+01   0.0000000000000000E+00   0.1268426018172980E+01   0.2786355893474615E+01   0.0000000000000000E+00   0.2819501440986348E+01   0.1323265835269256E+01   0.0000000000000000E+00   0.1323368317588914E+01   0.1303814038641000E+01   0.3397630741212530E-16   0.6953215419006641-309   0.7423904974016332E-17   0.5172610587571970E-18   0.9856528499793120E-19   0.0000000000000000E+00   0.1503462768626630E-19   0.5576008663006980E-21   0.3715288501705820E+00   0.6953215419015336-309   0.3845476308387990E+00   0.4564471594126330E+00   0.0000000000000000E+00  -0.5683701215158920E-09   0.0000000000000000E+00   0.2543161698256525E+19   0.1876961181069153E+20   0.5454623065749390E+07   0.1922426227467290E+08
   0.2570000000000000E+00   0.6669252843911710E+05   0.3577887221901888E+05   0.0000000000000000E+00   0.1036259183624160E+08   0.0000000000000000E+00   0.1968665997084590E+08   0.1543052206725930E+01   0.0000000000000000E+00   0.1274533181694450E+01   0.2742127017781491E+01   0.0000000000000000E+00   0.2816671874943439E+01   0.1321052578368936E+01   0.0000000000000000E+00   0.1323108556373333E+01   0.1311202112616030E+01   0.4225243105165610E-16   0.6953215419006641-309   0.7423904974016332E-17   0.8809680385831680E-18   0.1291267408976290E-18   0.0000000000000000E+00   0.1442516716928640E-19   0.1064535648833880E-20   0.3650318593211240E+00   0.6953215419015336-309   0.3841584523123840E+00   0.4490287773529010E+00   0.0000000000000000E+00  -0.6168510427853220E-09   0.0000000000000000E+00   0.2949348530443353E+19   0.1337159678556541E+20   0.4510097036923400E+07   0.1589537668816510E+08
   0.2580000000000000E+00   0.6217732414237042E+05   0.3960715751226692E+05   0.0000000000000000E+00   0.1036259183624160E+08   0.0000000000000000E+00   0.1666922999804980E+08   0.1632832721612390E+01   0.0000000000000000E+00   0.1287958669650840E+01   0.2661447153281845E+01   0.0000000000000000E+00   0.2816273868659375E+01   0.1316722966050183E+01   0.0000000000000000E+00   0.1322998363759156E+01   0.1315112563615421E+01   0.5444902130484690E-16   0.6953215419006641-309   0.7423904974016332E-17   0.1477544625210320E-17   0.1762997793766270E-18   0.0000000000000000E+00   0.1459422709612460E-19   0.2035793591854840E-20   0.3563456239243940E+00   0.6953215419015336-309   0.3839668108310750E+00   0.4397914712832670E+00   0.0000000000000000E+00  -0.6814087808979460E-09   0.0000000000000000E+00   0.3148258317177974E+19   0.9461131025268417E+19   0.4101063149383890E+07   0.1411429003900980E+08
   0.2590000000000000E+00   0.5919350110463188E+05   0.4271492181826782E+05   0.0000000000000000E+00   0.1011919663367520E+08   0.0000000000000000E+00   0.1445377849916020E+08   0.1753599872680890E+01   0.0000000000000000E+00   0.1307785099989740E+01   0.2679692739425696E+01   0.0000000000000000E+00   0.2817409440643498E+01   0.1318716457410221E+01   0.0000000000000000E+00   0.1323045908754946E+01   0.1317798353163264E+01   0.7379906588256800E-16   0.6953215419006641-309   0.7423904974016332E-17   0.2266811052311630E-17   0.2548155485717430E-18   0.0000000000000000E+00   0.1571769113360130E-19   0.3475992604629520E-20   0.3451466973562800E+00   0.6953215419015336-309   0.3831055149734470E+00   0.4303197874078480E+00   0.0000000000000000E+00  -0.7516318324532710E-09   0.0000000000000000E+00   0.3118323783609691E+19   0.6982532699885338E+19   0.3390920423890170E+07   0.1283422380601040E+08
